type,code,name
其他  ,2904,匯僑 2904
其他  ,3040,遠見 3040
其他  ,4536,拓凱 4536
其他  ,5871,中租-KY 5871
其他  ,6184,大豐電 6184
其他  ,6504,南六 6504
其他  ,8033,雷虎 8033
其他  ,8404,百和興業-KY 8404 
其他  ,8411,福貞-KY 8411
其他  ,8422,可寧衛 8422
其他  ,8427,基勝-KY 8427
其他  ,9802,鈺齊-KY 9802
其他  ,9902,台火 9902
其他  ,9904,寶成 9904
其他  ,9905,大華 9905
其他  ,9907,統一實 9907
其他  ,9910,豐泰 9910
其他  ,9911,櫻花 9911
其他  ,9914,美利達 9914
其他  ,9917,中保 9917
其他  ,9919,康那香 9919
其他  ,9921,巨大 9921
其他  ,9924,福興 9924
其他  ,9925,新保 9925
其他  ,9927,泰銘 9927
其他  ,9928,中視 9928
其他  ,9929,秋雨 9929
其他  ,9930,中聯資源 9930
其他  ,9933,中鼎 9933
其他  ,9934,成霖 9934
其他  ,9935,慶豐富 9935
其他  ,9938,百和 9938
其他  ,9939,宏全 9939
其他  ,9940,信義 9940
其他  ,9941,裕融 9941
其他  ,9942,茂順 9942
其他  ,9944,新麗 9944
其他  ,9945,潤泰新 9945
其他  ,9955,佳龍 9955
基金 ,50,元大台灣50 0050
基金 ,51,元大中型100 0051
基金 ,52,FB科技 0052
基金 ,53,元大電子 0053
基金 ,54,元大台商50 0054
基金 ,55,元大MSCI金融 0055
基金 ,56,元大高股息 0056
基金 ,57,FB摩台 0057
基金 ,58,FB發達 0058
基金 ,59,FB金融 0059
基金 ,61,元大寶滬深 0061
基金 ,6203,元大MSCI台灣 006203
基金 ,6204,永豐臺灣加權 006204
基金 ,6205,FB上証 006205
基金 ,6206,元大上證50 006206
基金 ,6207,FH滬深 006207
基金 ,6208,FB台50 006208
基金 ,8201,BP上證50 008201
基金 ,01001T,土銀富邦R1 01001T
基金 ,01002T,土銀國泰R1 01002T
基金 ,01003T,兆豐新光R1 01003T
基金 ,01004T,土銀富邦R2 01004T
基金 ,01007T,兆豐國泰R2 01007T
